yyyymmdd,lat,long,station_id,acton_id,station_name,elevation,wteq_amt,wteq_med,wteq_amt_pct_med,prec_wytd_amt,prec_wytd_avg,prec_wytd_pctavg,BIG AND LITTLE LOST BASINS,BIG AND LITTLE WOOD BASINS,BITTERROOT,"CHELAN, ENTIAT, WENATCHEE",CLEARWATER AND SALMON,COLUMBIA ABOVE METHOW,"DESCHUTES, CROOKED, JOHN DAY",FLATHEAD RIVER BASIN,"GRAND RONDE, POWDER, BURNT, IMNAHA","HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",IDAHO PANHANDLE REGION,KOOTENAI RIVER IN MONTANA,"LEWIS, COWLITZ",LOWER CLARK FORK RIVER BASIN,"LOWER COLUMBIA, HOOD RIVER",OWYHEE MALHEUR,"RAFT, GOOSE, SALMON FALLS, BRUNEAU",SNAKE ABOVE PALISADES,"UMATILLA, WALLA WALLA, WILLOW",UPPER CLARK FORK RIVER BASIN,"WEISER, PAYETTE, BOISE","WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",WILLAMETTE,"YAKIMA, AHTANUM"
2014-02-10,47.2666667,-113.75,667,13B07S,North Fork Jocko,6330,31.0,28.8,108.0,33.1,35.5,93.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.3,-113.33333329999999,693,13A26S,Pike Creek,5930,4.1,14.0,77.0,19.3,21.2,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.1833333,-114.33333329999999,783,14B05S,Sleeping Woman,6150,10.3,10.1,102.0,12.3,14.7,84.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.9166667,-114.86666670000001,787,14A12S,Stahl Peak,6030,20.9,23.2,90.0,21.6,26.6,81.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.0,-113.93333329999999,901,13C01S,Stuart Mountain,7400,21.2,21.9,97.0,19.3,22.8,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,46.1,-113.13333329999999,313,13C44S,Barker Lakes,8250,10.9,8.6,127.0,7.9,10.5,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,45.8,-112.51666670000002,315,12D09S,Basin Creek,7180,8.2,4.8,171.0,7.0,6.0,117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,46.4166667,-113.43333329999999,349,13C13S,Black Pine,7210,8.5,6.7,127.0,9.1,9.1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,46.466666700000005,-113.4,410,13C33S,Combination,5600,3.7,3.4,109.0,6.2,6.5,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,47.05,-112.6,413,12B16S,Copper Bottom,5200,4.9,14.0,77.0,9.7,11.7,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,47.0833333,-112.73333329999998,414,12B14S,Copper Camp,6950,25.5,14.0,77.0,13.6,23.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,46.8833333,-113.31666670000001,604,13C38S,Lubrecht Flume,4680,4.0,4.1,98.0,6.1,7.4,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,46.85,-112.5,903,12C22S,Nevada Ridge,7020,10.3,9.4,110.0,9.9,11.5,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,46.8666667,-113.28333329999998,657,13C31S,N Fk Elk Creek,6250,8.2,7.3,112.0,7.6,9.6,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,47.2666667,-113.75,667,13B07S,North Fork Jocko,6330,31.0,28.8,108.0,33.1,35.5,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,46.1333333,-113.3,930,13C36S,Peterson Meadows,7200,7.5,5.8,129.0,7.6,7.5,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,46.35,-112.26666670000002,722,12C11S,Rocker Peak,8000,11.2,8.7,129.0,9.2,9.1,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,46.25,-113.76666670000002,760,13C03S,Skalkaho Summit,7250,14.9,14.7,101.0,14.2,15.8,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,47.0,-113.93333329999999,901,13C01S,Stuart Mountain,7400,21.2,21.9,97.0,19.3,22.8,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,46.2666667,-113.16666670000001,850,13C43S,Warm Springs,7800,15.4,13.1,118.0,13.9,15.2,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,46.1833333,-113.85,433,13C39S,Daly Creek,5780,8.4,7.0,120.0,8.1,9.7,84.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,46.6333333,-114.58333329999999,588,14C05S,Lolo Pass,5240,19.8,19.3,103.0,18.5,24.5,76.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,45.6666667,-113.95,638,13D16S,Moose Creek,6200,12.8,11.9,108.0,14.6,14.5,101.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,45.7333333,-114.48333329999998,662,14D02S,Nez Perce Camp,5650,12.1,9.2,132.0,16.5,14.4,115.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,45.7,-113.96666670000002,727,13D22S,Saddle Mtn.,7940,21.3,16.6,128.0,14.2,16.3,87.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,46.25,-113.76666670000002,760,13C03S,Skalkaho Summit,7250,14.9,14.7,101.0,14.2,15.8,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,46.15,-114.45,835,14C13S,Twelvemile Creek,5600,12.8,11.9,108.0,19.6,22.9,86.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,46.15,-114.5,836,14C12S,Twin Lakes,6400,31.1,26.0,120.0,27.6,31.9,87.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,46.9833333,-115.03333329999998,530,15C10S,Hoodoo Basin,6050,23.5,27.3,86.0,23.1,33.4,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.533333299999995,-115.78333329999998,535,15B21S,Humboldt Gulch,4250,10.1,8.9,113.0,18.8,26.6,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-02-10,46.6333333,-114.58333329999999,588,14C05S,Lolo Pass,5240,19.8,19.3,103.0,18.5,24.5,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.45,-115.7,594,15B02S,Lookout,5190,13.4,20.0,67.0,16.9,28.9,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.1333333,-115.61666670000001,932,15A12S,Poorman Creek,5100,22.2,23.7,94.0,25.7,39.8,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.1833333,-114.33333329999999,783,14B05S,Sleeping Woman,6150,10.3,10.1,102.0,12.3,14.7,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.0,-113.93333329999999,901,13C01S,Stuart Mountain,7400,21.2,21.9,97.0,19.3,22.8,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.55,-115.81666670000001,803,15B09S,Sunset,5540,12.3,17.3,71.0,16.2,26.3,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.3,-116.06666670000001,323,16A08S,Bear Mountain,5400,28.1,38.6,73.0,29.7,49.5,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.6833333,-117.18333329999999,376,17A01S,Bunchgrass Mdw,5000,13.5,19.0,71.0,16.5,25.2,65.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.533333299999995,-115.78333329999998,535,15B21S,Humboldt Gulch,4250,10.1,8.9,113.0,18.8,26.6,71.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.45,-115.7,594,15B02S,Lookout,5190,13.4,20.0,67.0,16.9,28.9,58.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.0833333,-115.96666670000002,600,15B14S,Lost Lake,6110,31.1,39.9,78.0,31.3,41.9,75.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.15,-116.26666670000002,623,16B14S,Mica Creek,4510,16.1,17.6,91.0,21.7,30.6,71.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.05,-116.23333329999998,645,16A04S,Mosquito Ridge,5260,19.9,26.0,77.0,20.6,32.3,64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.8833333,-117.08333329999999,707,17B04S,Quartz Peak,4700,11.3,15.6,72.0,15.5,24.3,64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.3666667,-116.63333329999999,738,16A10S,Schweitzer Basin,6090,24.1,32.8,73.0,15.3,29.3,52.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,46.95,-116.33333329999999,752,16C01S,Sherwin,3200,6.4,8.3,77.0,14.5,21.0,69.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.55,-115.81666670000001,803,15B09S,Sunset,5540,12.3,17.3,71.0,16.2,26.3,62.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.6833333,-117.18333329999999,376,17A01S,Bunchgrass Mdw,5000,13.5,19.0,71.0,16.5,25.2,65.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.716666700000005,-120.66666670000001,515,20A05S,Harts Pass,6490,22.0,29.6,74.0,17.0,21.2,70.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.3666667,-119.08333329999999,644,19A13S,Moses Mtn,5010,3.7,10.6,35.0,3.9,13.1,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.65,-119.83333329999999,728,19A02S,Salmon Meadows,4460,2.4,6.9,35.0,3.4,10.1,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.35,-120.68333329999999,352,20B02S,Blewett Pass,4240,4.7,12.9,36.0,11.1,22.1,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.2,-120.91666670000001,606,20A23S,Lyman Lake,5980,24.2,43.0,56.0,25.2,46.7,54.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,42.0166667,-115.0,871,15G02S,Wilson Creek,7120,7.0,9.9,71.0,9.5,11.6,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,48.45,-120.91666670000001,681,20A12S,Park Creek Ridge,4600,15.6,33.0,47.0,21.2,43.4,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.9833333,-120.56666670000001,699,20B24S,Pope Ridge,3590,5.2,14.5,36.0,9.3,22.3,42.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.75,-121.1,791,21B01S,Stevens Pass,3950,17.1,29.6,58.0,39.0,55.1,71.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.2333333,-120.3,832,20B25S,Trough,5480,6.4,8.1,79.0,9.8,15.2,64.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,47.283333299999995,-120.36666670000001,841,20B07S,Upper Wheeler,4330,4.5,9.7,46.0,8.4,15.2,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,46.8166667,-121.33333329999999,375,21C38S,Bumping Ridge,4610,11.6,18.7,62.0,20.9,37.6,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-02-10,47.533333299999995,-121.08333329999999,478,21B04S,Fish Lake,3430,11.9,23.3,51.0,23.5,41.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-02-10,46.55,-121.16666670000001,502,21C10S,Green Lake,5920,12.2,16.0,76.0,14.8,21.5,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-02-10,47.283333299999995,-120.48333329999998,507,20B11S,Grouse Camp,5390,9.2,14.0,77.0,9.7,19.1,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-02-10,46.35,-121.08333329999999,599,21C39S,Lost Horse,5120,4.5,14.7,31.0,9.9,20.6,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-02-10,46.9,-121.48333329999998,642,21C17S,Morse Lake,5410,18.1,38.5,47.0,23.7,48.9,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-02-10,47.3833333,-121.06666670000001,734,21B51S,Sasse Ridge,4340,13.1,24.1,54.0,21.4,37.4,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-02-10,46.6333333,-121.38333329999999,863,21C28S,White Pass E.S.,4440,10.5,16.9,62.0,17.3,27.2,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-02-10,43.9333333,-110.45,314,10F02S,Base Camp,7060,13.8,11.5,120.0,15.0,14.9,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,42.966666700000005,-110.61666670000001,353,10G02S,Blind Bull Sum,8650,19.4,15.1,128.0,13.8,13.7,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,42.65,-110.81666670000001,419,10G25S,Cottonwood Creek,7670,18.3,13.8,133.0,20.1,16.9,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,43.1333333,-110.2,460,10F17S,East Rim Divide,7930,10.2,7.0,146.0,9.0,8.2,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,43.35,-110.43333329999999,497,10F29S,Granite Creek,6770,12.4,11.6,107.0,13.5,14.5,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,44.1333333,-110.83333329999999,499,10E15S,Grassy Lake,7265,22.7,22.2,102.0,23.4,25.6,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,43.3833333,-110.13333329999999,506,10F19S,Gros Ventre Summit,8750,9.2,8.7,106.0,8.3,8.7,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,44.216666700000005,-110.66666670000001,577,10E09S,Lewis Lake Divide,7850,19.7,21.8,90.0,22.4,24.8,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,43.1666667,-110.13333329999999,597,10F16S,Loomis Park,8240,13.0,10.2,127.0,14.3,12.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,43.5166667,-110.91666670000001,689,10F23S,Phillips Bench,8200,17.9,16.9,106.0,18.6,19.5,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,42.5,-110.91666670000001,730,10G08S,Salt River Summit,7640,10.5,8.5,124.0,12.2,11.4,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,42.533333299999995,-110.66666670000001,779,10G20S,Spring Creek Divide,9000,19.5,15.7,124.0,19.1,16.5,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,43.75,-110.05,822,10F09S,Togwotee Pass,9580,18.9,15.7,120.0,18.8,16.9,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,44.15,-110.21666670000002,837,10E17S,Two Ocean Plateau,9240,22.5,18.9,119.0,18.4,18.5,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,42.8166667,-110.83333329999999,868,10G23S,Willow Creek,8080,21.6,18.2,119.0,24.3,23.0,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-10,44.5,-111.13333329999999,347,11E35S,Black Bear,8170,23.6,25.6,92.0,23.0,26.5,87.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,44.4333333,-112.0,424,11E37S,Crab Creek,6900,4.9,8.5,58.0,5.7,11.1,51.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,44.1333333,-110.83333329999999,499,10E15S,Grassy Lake,7265,22.7,22.2,102.0,23.4,25.6,91.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,44.4166667,-111.38333329999999,546,11E10S,Island Park,6290,9.6,10.5,91.0,9.9,13.2,75.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,44.216666700000005,-110.66666670000001,577,10E09S,Lewis Lake Divide,7850,19.7,21.8,90.0,22.4,24.8,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,44.5833333,-111.11666670000001,609,11E31S,Madison Plateau,7750,13.7,15.1,91.0,14.5,18.4,79.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.5166667,-110.91666670000001,689,10F23S,Phillips Bench,8200,17.9,16.9,106.0,18.6,19.5,95.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.5666667,-111.21666670000002,695,11F02S,Pine Creek Pass,6720,11.7,10.2,115.0,14.1,15.3,92.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,42.5166667,-111.95,741,11G30S,Sedgwick Peak,7850,10.4,13.6,76.0,11.7,14.5,81.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.216666700000005,-111.68333329999999,749,11F11S,Sheep Mtn.,6650,8.8,9.8,90.0,9.2,11.6,79.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,42.5666667,-111.3,761,11G05S,Slug Creek Divide,7225,11.5,9.6,120.0,15.3,14.4,106.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,42.95,-111.36666670000001,770,11G01S,Somsen Ranch,6800,9.1,9.4,97.0,10.1,11.8,86.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,44.6166667,-111.15,858,11E30S,Whiskey Creek,6800,10.1,10.0,101.0,12.1,14.1,86.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,44.533333299999995,-111.41666670000001,860,11E36S,White Elephant,7710,13.9,17.4,80.0,15.0,20.3,74.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,42.75,-112.48333329999998,867,12G17S,Wildhorse Divide,6490,6.7,9.8,68.0,8.6,13.4,64.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.2666667,-115.35,382,15F09S,Camas Creek Divide,5710,5.3,9.7,55.0,7.4,12.9,57.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.7666667,-114.41666670000001,895,14F19S,Chocolate Gulch,6310,4.5,9.0,50.0,6.0,11.7,51.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.6,-114.66666670000001,450,14F08S,Dollarhide Summit,8420,14.8,14.0,77.0,10.6,18.1,59.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.8833333,-114.66666670000001,489,14F17S,Galena,7470,8.9,11.7,76.0,8.9,13.3,67.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.8666667,-114.71666670000002,490,14F12S,Galena Summit,8780,11.0,12.6,87.0,9.0,14.0,64.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.6166667,-113.93333329999999,492,13F04S,Garfield R.S.,6560,3.9,7.1,55.0,4.2,9.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.716666700000005,-114.16666670000001,537,14F16S,Hyndman,7620,5.7,8.3,69.0,6.4,11.1,58.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.8166667,-114.26666670000002,601,14F03S,Lost-Wood Divide,7900,8.8,13.4,66.0,8.0,14.7,54.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.6333333,-113.96666670000002,805,13F09S,Swede Peak,7640,4.8,10.1,48.0,5.4,11.7,46.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.8,-114.85,845,14F04S,Vienna Mine,8960,17.2,20.7,83.0,16.7,21.2,79.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.75,-113.93333329999999,320,13F03S,Bear Canyon,7900,5.7,9.2,62.0,6.6,11.2,59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,44.0166667,-113.46666670000002,524,13E27S,Hilts Creek,8000,4.9,8.4,58.0,4.9,9.0,54.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.8166667,-114.26666670000002,601,14F03S,Lost-Wood Divide,7900,8.8,13.4,66.0,8.0,14.7,54.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,44.4333333,-113.31666670000001,620,13E18S,Meadow Lake,9150,11.5,10.0,115.0,11.4,11.6,98.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,44.4166667,-113.4,636,13E06S,Moonshine,7440,6.4,6.4,100.0,7.0,8.8,80.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,43.8666667,-114.21666670000002,792,14F02S,Stickney Mill,7430,3.7,5.4,69.0,4.1,7.2,57.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,41.8333333,-115.45,321,15H01S,Bear Creek,8040,7.6,13.1,58.0,9.6,15.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-02-10,41.7666667,-115.7,336,15H04S,Big Bend,6898,4.4,6.8,65.0,5.1,7.6,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-02-10,42.1666667,-114.2,359,14G01S,Bostetter R.S.,7500,8.3,10.8,77.0,9.5,12.2,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-02-10,42.3166667,-113.61666670000001,534,13G01S,Howell Canyon,7980,13.6,15.4,88.0,15.0,18.5,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-02-10,42.1833333,-114.28333329999998,610,14G02S,Magic Mountain,6880,10.6,13.5,79.0,11.6,15.6,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-02-10,41.8666667,-115.25,698,15H14S,Pole Creek R.S.,8360,8.7,13.2,66.0,5.5,8.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-02-10,41.7333333,-115.46666670000002,746,15H03S,Seventysix Creek,7350,4.3,8.0,54.0,6.2,10.2,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-02-10,42.0166667,-115.0,871,15G02S,Wilson Creek,7120,7.0,9.9,71.0,9.5,11.6,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
